!	kɑŋ˥˥tn˥˩ kɑŋ˥˥
"apple"怎么说？	æpɪl˨ tsɑŋ˨˩˦mɤ˥˩ʂʰu˥˥
不改其衷	pu˥˩kaɪ˨˩˦tɕʰi˧˥ ʈʂ
不攻自破	pu˥˩ tʂɚ˥˩pʰɔ˥˩
不放在眼里	pu˨˩˦pu˥˩fɑŋ˥˥tsaɪ˥˩ jɛn˨˩˦li˨˩˦
不放辣	pu˨˩˦fɑŋ˥˩la˥˩
不敌	pu˥˩ti˧˥
不敏	pu˥˩mɪŋ˧˥
不敗之地	pu˧˥paɪ˥˩ʈʂɚ˥˩ti˥˩
不教而诛	tu˨˩˦tɕjɑʊ˥˩aɻ˧˥ʈʂu˥˥
不敢	tsu˥˩
不敢当	pu˥˩kãn˨˩ tɑŋ˥˥
不敢當	pu˥˩kɑŋ˨˩˦tɑŋ˥˩
不敢苟同	pu˥˩kɑŋ˨˩˦pɔ˥˥tʰʊŋ˧˥
不敢说话	pu˥˩ʂkɑn˨˩˦ʂuɔ˥˥xwa˥˩
不敢越雷池一步	pu˥˩ɥœ˥˩leɪ˧˥i˧˥pu˥˩
不敢越雷池半步	pu˥˩ ka˨˩˦ ɥœ˥˩leɪ˧˥ pan˥˩pu˥˩
不敬	u˧˥tɕi˥˥
不敵	pu˥˧ti˨˦
不文明行为	pu˥˩wən˧˥mɪŋ˧˥ ɕɪŋ˥˥wʰj˧˥
不料	vole
不断	pu˥˧twan˥˨
不断变化	pɔ˧˥ pu˨˩˦  pjɛn˥˩xwa˥˩
不断地	ɵdwãn̪d̪a
不断探索	pɔ˧˥  tʰan˥˥suɔ˨˩˦
不断涌现	pu˥˥tsuɔ˥˥ tjʊ˨˩˦
不斷	u˨˩˦twæn˥˥
不斷地	pot vˈɑːnˈdˈa
不斷如帶	pʰu˧˥twan˥˩ ʐu˧˥taɪ˥˩
不方便	pu˥˩fɑŋ˥˥lian˨˦
不无	pu˥˩
不无争议	pu˥˩u˧˥ʈʂɤŋ˥˥i˥˩
不无关系	pu˥˩w˧˥kwan˥˥
不无得意	pu˥˩tɤ˧˥i˥˩
不日	pu˥˩ʐɚ˥˩
不时	pu˥˩
不时之需	pu˥˩ tɕʰɥœn˧˥ʂuɔ˥˥ ʂu˥˥
不时地	pu˥˩
不明	fu˥˩u˧˥mɪŋ˧˥
不明不白	pu˥˩mɪŋ˧˥pu˥˩pɕj˥˥
不明人士	pu˥˩mɪŋ˧˥ʐən˧˥ʂɚ˥˩
不明所以	pu˥˩mɪŋ˧˥suɔ˨˩˦ i˨˩˦
不明白	pu˥˩mɪŋ˧˥pan˥˩
不明覺厲	pu˥˩ tɕjɑʊ˨˩˦
不明觉厉	u˨˩˦ mɪŋ˧˥tɕɥœ˧˥li˥˩
不明飞行物	pu˥˩mɪŋ˧˥feɪ˥˥ɕɪŋ˧˥u˥˩
不易	ɔːniː
不易一字	pu˨˩˦i˥˩i˥˩ ttsɯ˥˩
不易之论	tsɯ˥˥luən˥˩
不是	pu˥˩
不是。。。而是。。。	pɑsɨ˥˩ aɻ˧˥
不是【bú shi】【bú shì】	pɔ˥˥
不是事	u˧˥ʂɚ˥˩ ʂɚ˥˩
不是吗	u˨˩˦ ʂɚ˥˩
不是吧！	pu˥˩
不是味儿	pu˨ʂɚ˥˥ uɔ˥˥aɻ˥˩
不是味兒	bʊ̞ʂɯ̞va
不是嗎	pʰu˨˩˦ ʂɚ˥˩
不是地方	pu˥˩ʂɚ˥˩ti˥˩
不是她，是別的人。	pu˨˩˦ ʂɚ˥˩    bjɛ˨˩˦  ʐən˧˥
不是我的问题	pu˥˩ ʂɚ˥˩uɔ˨˩˦uən˥˩tʰi˧˥
不是所有的啤酒我都喜欢	pɤʂɚ˥˩ suɔ˨˩˦joʊ˨˩˦  pʰi˧˥ʈʂuɔ˨˩˦tʰoʊ˥˩ɕi˨˩˦xwan˥˥
不是故意的	ɑʊ˥˩  kui˥˩
不是明天走吗？	pu˨˩˦ʂɚ˥˩ʂɚ˥˩mɪŋ˧˥tʰjɛn˥˥ʈʂoʊ˨˩˦mɑ˥
不是滋味	pɯ˨˩˦ ʂɚ˥˩
不是熱他人，看看輪到我	pʰu˨˩˦ ʂɚ˥˩ ʐa˥˩tkʰan˥˥ kʰan˥˥luən˧˥tɑʊ˥˩u˥˩uɔ˧˥
不是真的	u˧˥ʂɚ˥˩ ʈʂən˥˥tɑ
不是血，是番茄酱	u˧˥ʂɚ˥˩ɕɪ˨˩˦ ʂɚ˥˩ fan˥˥ɕjɛ˧˥tɕjɛ˧˥tɕjɛŋ˥˩
不是（轻声）	pʰu˨˩˦
不是，我们是二十个一起培训的.	pu˥˩ʂɚ˥˩ ʂɚ˥˩ aɻ˥˩ʂɚ˧˥kɤ˥˩ i˥˩tɕʰi˨˩˦ ɕyn˥˩
不显山不露水	pu˥˩ɕjɛn˨˩˦ʂan˥˥pu˥˩ʰlou˥˩ʂweɪ˧˥
不显著	pu˥˩ɕjɛn˨˩˦ʈʂu˥˩
不時	kuu˥˩
不時之需	pu˥˩ʂɚ˧˥ʈʂɚ˥˥
不晓得	pu˥˩ɕjɑʊ˨˩˦tɤ˧˥
不景气	pu˥˩tɕiŋ˨˩˦ tɕʰi˥˩
不智	pu˨˩˦ʈʂɚ˥˩
不暇	pu˥˩ɕja˧˥
不曾	pu˥˩
不會	puxɯ˥˥
不服	u˥˩
不服判决	pu˥˩pʰan˥˩tɕjɛ˨˩˦
不服气	pu˥˩fu˧˥tɕʰi˥˩
不服水土	pu˥˩fu˧˥eɪ˧˥ʂweɪ˧˥tʰu˧˥
不期	pu˥˩
不期待	pu˥˩tɕʰi˨˩˦taɪ˥˩
不期而至	pu˥˩  ʈʂɚ˥˩
不期而遇	pu˥˩
不朽	pu˥˩ɕjɑʊ˨˩˦
不杀之恩	pu˥˩ʂa˧˥ ʈʂɚ˥˥ən˥˥
不来	pu˥˩lɑi˧˥
不来梅	pu˥˩laɪ˧˥meɪ˧˥
不枉此生	pu˥˩wɑŋ˧˥tsɯ˨˩˦ʂɤŋ˥˥
不果	pu˥˩kuɔ˧˥
不染一尘	pu˥˩ʐan˨˩˦i˥˩
不樂欲樂，好行惠施	pu˨˩˦ lɤ˥˩y˥˩ lɤ˥˩ ɕɪŋ˧˥ ʂɚ˥˥
不次之遷	pɯ˧˥tsʰɯ˥˩ʈʂɚ˥˥
不次于	pu˥˩ʂɚ˥˩y˧˥
不欢而散	pu˥˩xwan˥˥aɻ˧˥san˩˩˦
不欺暗室	pu˥˩
不歡而散	pu˥˩xwan˥˥ ɚ˧˥san˩˩˦
不止	pu˥˩
不止一次	u ʈʂɚ˧˥i˥˩tsɯ˥˩
不正之風	u˧˥ʈʂɤŋ˥˩ʈʂɚ˥˩fɤŋ˥˥
不正之风	ɕʈʂɤŋ˥˩ʈʂɚ˧˥fɤŋ˥˥
不正实瞎嚼蛆冒！	tɤ˧˥ʈʂɤŋ˨˩˦ʂɑŋ˥˩ tɕjɛ˥˩ mɤ˥˩
不正是	pʰu˨˩˦ ʈʂɤŋ˥˩ʂɚ˥˩
不正经	u˧˥ʈʂɤŋ˥˩tɕjɛŋ˧˥
不死	pu˥˩sɯ˨˩˦
不死不休	pu˥˩sɯ˨˩˦ pu˥˩ɕjoʊ˥˥
不死之身	pu˥˩sɯ˨˩˦ ʈʂɚ˥˥ʂɤŋ˥˥
不死心	pu˥˩sɯ˨˩˦ ɕɪŋ˥˥
不死鳥	pu˥˩sɯ˥˥niau˨˦
不死鸟	pu˥˩sɯ˧˥niɑʊ˧˥
不比	pu˥˩pi˨˦
不毛之地	mu˥˩ʈʂɚ˥˥ ti˥˩
不求甚解	pu˥˩tɕʰjoʊ˧˥ʂɤŋ˥˩tɕjɛ˨˩˦
不治	pɤ˧˥ʈʂɚ˥˩
不治之症	ɑʊ˥˥tɕʈʂɚ˥˥ ʈʂɤŋ˥˩
不法	pu˥˩fa˨˩˦
不法之徒	pu˥˩ fa˨˩˦ʈʂɚ˥˥tʰu˧˥
不法行为	pu˥˩fɑŋ˨˩˦ɕɪŋ˧˥wɤ˨
不法集团	mu˥˩ fa˨˩˦tɕi˥˥
不注意	ku˨˩˦ʈi˥˩
不注意口腔卫生，可能导致牙根腐烂。	pu˥˩ ʈli˥˩ɕjɑŋ˥˥weɪ˥˩ kʰɤ˨˩˦ʈʂuɔ˥˥tɕʰjɑŋ˥˥weɪ˥˩ ʂɤŋ˥˥kʰɤ˨˩˦ʰtɑʊ˨˩˦  ja˧˥ kən˥˥ku˨˩˦
不流汗水就不会获得成功	pu˥˩ljoʊ˧˥xan˥˩ʂweɪ˨˩˦wɤ˨pʰu˨˩˦ʂweɪ˨˩˦xuɔ˥˩tɤ˧˥ʈʂkʊŋ˥˥
不测	pɯ˧˥tsʰɤ˥˩
不济	u˨˩˦tɕʰi˥˥
不济事	pu˥˩tɕi˥˩
不消	pu˥˩
不淨觀	pu˧˧tĩŋ˨˦kuan˥˥
不清	mu˥˩tɕʰjɤŋ˥˥
不清楚	pu˥˩tɕʰɪŋ˥˥ʈʂʰu˨˩˦
不測	u˧˥tsʰɤ˥˩
不溶	pu˥˩
不满	pu˥˩man˥˩
不满情绪	pu˥˩man˨˩˦tɕʰɪŋ˧˥ɕy˥˩
不满意	pu˥˩mən˧˥
不滿	ku˥˩
不潔	pu˥˩
不濟	huzi
不灭	pɔ˥˥mjɛ˥˩
不灵	u˥˩lɪŋ˧˥
不為人知	tu˥˩ʐən˧˥ʈʂɚ˥˥
不為已甚	fɤwɕi˨˩˦ ʂən˥˩
不為所動	pu˥˩ suɔ˨˩˦ tʊŋ˥˩
不為魔伴	pu˥˩mɔ˧˥pan˥˥
不然	pu˥˩rɑŋ˧˥
不然,我就不理你了	pu˥˩lan˧˥uɔ˨˩˦tɕjoʊ˥˩pu˥˩li˧˥neɪ˥˩l
不然的话	pu˥˩  ɕwa˥˩
不爽	pu˥˩ʂwɑŋ˧˥
不牢	pu˥˩
不牧之地	pu˧˥mu˥˩ tʈi˥˩
不特	pɔ˥˥
不独	tɔ
不理	pɔːlɪː
不理不睬	pu˥˩li˨˩˦pu˥˩tsʰaɪ˧˥
不理会	pu˥˩li˨˩˦
不理我	pu˥˩li˧˥uɔ˨˩˦
不甘	pu˥˩kan˥˥
不甘寂寞	pu˥˨ kan˥˥tɕi˥˥mɔ˥˥
不甘心	pu˥˩kãn˥˥ɕiŋ˥˥
不甘示弱	pu˥˩˦ kan˥˥ʂɚ˥˩ ʐuɔ˥˩
不甚了了	u˧˥ɕən˥˩ ljɑʊ˨˩˦ljɑʊ˨˩˦
不生	u˥˩ʂən˥˥
不用	pu˨˩˦jʊŋ˥˩
不用、謝謝	buj˧˥ ɕjɛ˥˥
不用了	jkʰi˧˥l
不用哭	bxʊŋ˥˩
不用客气	pʰu˨˩˦jʊŋ˥˩kʰɤ˥˩tɕʰi˨˩˦
不用客气。	pu˥˩jʊŋ˥˩kʰɤ˥˩tɕʰi˧˥
不用客氣	pu˨˩˦xu˥˩ xoʊ˥˩
不用怕	pɤsʊ˨˩˦jʊŋ˥˩pʰa˥˥
不用急，慢慢来	pjʊŋ˥˩ tɕi˧˥ ma˥˩ laɪ˧˥
不用找	fuzi˧˥xɤ˧˥ ʈʂɑʊ˨˩˦
不用找零钱了	pu˨˩˦tɕʰjʊŋ˥˩ʈʂɑʊ˨˩˦ tɕʰjɛn˧˥la˥˥
不用担心	pʰu˨˩˦jʊŋ˨˩˦tan˥˥ɕi˥˥
不用擔心	pʰu˧˥tɕʰi˧˥fɑŋ˧˥  ttan˥˥ɕɪn˥˥
不用說	pu˥˩jʊŋ˥˥ʂɚ˨˩˦
不用說明了。	pujʊŋ˥˩ ʂmɪŋ˧˥lɤ˨
不用説	pu˧˥jʊŋ˥˩ʂu˨˩˦
不用謝	pu˥˩jʊŋ˥˩ɕʰe˥˩
不用说	pʰu˧˥jʊŋ˥˩ʂu˥˥
不用谢	pɔ˥˥tɕjʐoʊ˥˩pʰɤ˨˩˦ tɕjɛ˥˩
不用這麽見外啦	pjʊŋ˥˩ʈʂʰɤŋ˥˩m  uaɪ˥˥la˥˥
不用，我就随便看看。	p�u˥˩jʊŋ˥˩wɑ˨˩˦ʈʂweɪ˧˥ pjɛn˥˩kʰan˨˩˦kʰan˨˩˦
不由	pu˥˩joʊ˨˩˦
不由人可丕丕心内惊	pu˥˩jɑʊ˥˩ʐən˧˥kʰɤ˨˩˦pɪ˥˥pʰi˥˥ɕɪn˥˥ neɪ˥˩tɕɪŋ˥˥
不由分说	pu˥˩ joʊ˧˥fənʂuɔ˥˥
不由地想起	w˧˥tɕjɑŋ˨˩˦tɕʰi˧˥
不由得	pu˥˩joʊ˧˥tɤ˧˥
不由自主	pu˥˩joʊ˧˥tsɯ˥˩ʈʂu˨˩˦
不畏浮云遮望眼，自缘身在最高层	u˧˥ yn˧˥ʈʂɤ˥˥wɑŋ˥˩jɛn˧˥tsɯ˥˩ɑɻ˧˥ʂɤŋ˥˥tsweɪ˥˩ kɑʊ˥˥tsʰɤŋ˧˥
不留情面	fu˥˩ljoʊ˧˥tɕʰɪŋ˧˥mjɛn˥˩
不留痕迹	pu˥˩ljoʊ˧˥kɤŋ˧˥tɕi˨˩˦
不當	put̪˥aŋ˥˥
不當事	pu˥˩tɑŋ˥˥
不當緊	pu˥˥tɑŋ˥˥tɕɪŋ˨˩˦
不疼不痒	pu˥˩tʰɤ˧˥pu˥˩jɑŋ˨˩˦
不疾不徐地説道	tɕi˧˥pu˥˩ɕy˧˥ ʂɤ˥˩ tɑʊ˥˩
不痛不痒	pu˥˩tʰʊŋ˥˩pu˥˩jɑŋ˧˥
不白	pu˥˩kɔ˨˩˦ tɕjɛ˥˩
不白之冤	pu˥˩pɑi˧˥ʈʂɚ˥˥ɥœn˥˥
不盡	pʰu˥˩tɕɪŋ˥˥
不盡然	tʊ̞dʲiŋɫæn
不直一文	pu˥˩ʈʂɚ˧˥i˥˩
不直一钱	pu˥˩ ʈʂɚ˧˥i˥˩
不相上下	pu˥˩ɕjɑŋ˥˥ʂɑŋ˥˩ ɕja˥˩
不相下	pu˥˩sian˥˥siaʰ˥
不相乖異	pu˥˩ɕjɑŋ˥˥kwan˥˥i˥˩
不相伯仲	pu˥˩ɕjɑŋ˥˥pɔ˧˥ʈʂʊŋ˥˩
不相信任何人	pu˥˩ɕjɑŋ˥˥ɕɪŋ˥˥ nʂ
不相容	pu˥˩ɕjɑŋ˥˥ʐʊŋ˧˥
不相干	u˨˩˦ɕjɑŋ˥˥ kan˥˥
不相称	pu˥˩ɕjɑŋ˥˥ʈʂʰɤŋ˥˩
不省人事	pu˥˩ɕɪŋ˨˩˦ ʐən˧˥ʂɚ˥˩
不看僧面看佛面	pkʰan˥˩ sɤŋ˥˥mjɛn˥˩ kʰan˥˩ fɔ˧˥mjɛn˥˩
不眠不休	pu˥˩miən˧˥pu˥˩ɕjoʊ˥˥
不眠夜	pu˥˩mjɛn˨˩˦jɛ˥˩
不着	pʰu˥˩ʈʂuɔ˧˥
不着四六	tsu˨˩˦ʈʂaʊ˥˥sɯ˥˥ljoʊ˨˩˦
不着调	pu˥˩ʈʂɑʊ˧˥ tjɑʊ˥˩
不着边际	pu˥˩ʈʂuɔ˧˥pjɛn˥˥ʈʂi˥˩
不睡觉	ɕ tɕja˥˥
不瞒你说	kuɔ˥˥mǎn˧˥ni˨˩˦ʂuɔ˥˥
不瞒您说	pu˥˩mɑŋ˧˥nɪŋ˧˥ʂu˨˩˦
不瞞你說	pu˥˩mɑn˧˥ni˨˩˦ʂu˥˥
不知	pu˥˩ʈʂɚ˥˥
不知丁董	pu˥˩ʈʂɚ˥˥tɪŋ˥˥tʊŋ˨˩˦
不知不覺	pu˥˩ ʈʂɚ˥˥pu˥˩
不知不觉	pu˥˩ ʈʂɚ˥˥pu˥˩
不知不觉地	mu˥˩ʈʂɚ˥˥pu˥˩tɕɥœ˧˥
不知不觉间	pu˥˩ʈʂɚ˥˥pu˥˩tɕjɛn˥˥
不知何故	pu˥˩ʈʂɚ˥˥ʂuɔ˥˩xɤ˧˥ku˥˩
不知何許人	pu˥˩ʈʂɚ˥˥ʂxɤ˧˥ɕy˨˩˦ ʐən˧˥
不知其所以然	ku˥˩ʈʂɚ˥˥tsuɔ˨˩˦i˨˩˦ ʐan˨˩˦
不知凡几	pu˥˩ʈʂɚ˥˥ fan˧˥tɕi˨˩˦i˥˩
不知凡幾	pu˥˩ʈʂɚ˥˥ fan˧˥
不知去向	pu˥˩ʈʂɚ˥˥tɕʰy˥˩ɕjɑŋ˥˩
不知天高地厚	pu˥˩ʈʂɚ˥˥ʂweɪ˥˩tʰjɛn˥˥tkɑʊ˥˥
不知好歹	mu˥˩ʈʂɚ˥˥xɑʊ˨˩˦ta˨˩˦
不知妻美	pu˥˩ʈ mɤ˨˩˦
不知廉耻	pu˥˩ʈʂɚ˥˥ ʂɚ˨˩˦
不知所云	pu˥˩ʈʂɚ˥˥suɔ˨˩˦yn˧˥
不知所以	pu˥˩ʈʂɚ˥˥suɔ˨˩˦
不知所措	pu˥˩ʈʂɚ˥˥suɔ˨˩˦tsʰuɔ˥˩
不知所终	pu˥˩ʈʂɚ˥˥suɔ˨˩˦ʈʂʰu˥˥
不知所謂	pu˥˩ʈʂɚ˥˥suɔ˨˩˦
不知死活	pu˥˩ʈʂɚ˥˥ɕɥœ˧˥suɔ˨˩˦xuɔ˧˥
不知疲倦	pu˥˩ʈʂɚ˥˥pʰi˧˥tɕɥœn˥˩
不知自爱	pu˥˩ʈʂɚ˥˥tsɯ˧aɪ˥˩
不知进退	pu˥˩tɕʰɯ˥˥ ttʰweɪ˥˩
不知道	pu˥˩ʈʂɚ˥˥tɕʰi˥˩
不知道为什么。	pu˥˩ tɑʊ˥˩weɪ˥˩ ʂən˧˥ma˨
不知道会怎么样	pu˥˩ʈʂɚ˥˥tɑʊ˥˩ ttsɤ˧˥mɤ˧˥
不知道怎么感谢你	pu˥˩ʈʂɚ˥˥tɑʊ˥˩tsən˨˩˦tɕɪŋ˥˥ kan˨˩˦ɕjɛ˥˥ ni˨˩˦
不破不修	pɯ˥˥pɔ˥˥ pu˥˩
不破不立	pu˧˥pʰuɔ˨˩˦pu˧˥li˥˩
不确信	pu˥˩tɕʰɥœ˥˩ ɕɪŋ˥˩
不确定	pɔ˥˥tɕʰɥœ˥˩ ti˥˩
不确定因素	pɯ˥˥tɕʰɥœ˥˥tjɛn˥˩
不确定性	pu˧˧tʃʰœ˧˧tiŋ˨˩si˧˧
不碍事，甭发愁	pɯ˧˥pɤ˨˩˦pɤ˨˩˦sa˥˥ʈʂʰoʊ˧˥
不確定	pu˥˧tio˨˩˦
不礼貌的	pu˥˩li˨˩˦mɑʊ˥˩
不祥	pu˥˩ɕjɑŋ˧˥
不祥之兆	mu˥˩ɕjɑŋ˧˥ʈʂɚ˥˥ ʈʂa˥˩
不祧之祖	pu˥˩tɕjɑʊ˥˥ ʈʂɚ˥˥tsu˨˩˦u˥˥
不禁	pu˥˩tɕɪn˥˥
不禁潸然泪下	pu˥˩tɕɪŋ˥˥ ʂan˥˥ʐan˧˥lɤʰɑ˨
不离不弃	pu˥˩li˧˧ pu˥˩tɕʰiː˨˩
不科學	pu˥˩kɔ˨ɕɥœ˧˥
不移	pu˥˩i˨˩˦
不稂不莠	pu˥˩ljɑŋ˧˥pu˥˩ a
不稳	tɔjnɔ
不稳定	pu˥˩wɑŋ˨˩˦ tɪŋ˥˩
不稼不穑	tɕja˥˩ pu˥˩
不穷	pu˥˩tʃ˥˥˥
不突出	pu˥˩tʰu˥˥tsʰu˥˥
不窮	pu˥˩
不立文字	pu˨˩˦ li˥˩uən˧˥tsɯ˨˩˦
不端	pu˥˧tuan˥˥
不符	fu˥˩fu˥˥
不符合	pu˥˩fuxɤ˧˥
不等	pu˥˩tɑŋ˨˩˦
不等号	pu˥˩tẽŋ˨˩˦xɑʊ˥˩
不等式	pu˥˩tɤŋ˨˩˦
不等號	pu˥˩tɤŋ˨˩˦xɑʊ˥˩
不简单	pu˥˧tsian˨˦tan˥˧
不算	lsɛ
不算话	pɔ˥˥ʂuan˥˩xwa˥˩
不管	ku˥˧kua˥˧kuan˥˧
不管 你有多好,都还有人比你更好	pɤ˥˩kwan˨˩˦neɪ˥˩ɪ˥ t kɤŋ˥˩ xɑʊ˨˩˦
不管...都...	pu˥˩kwan˨˩˦ tʊ˥˥
不管一二	pu˥˩kwan˨˩˦i˥˥aɻ˥˩
不管三七二十一	kwan˨˩˦san˥˥ɕi˧˥aɻ˥˩ ʂɚ˧˥i˨˩˦
不管不顾	pu˥˩kwan˨˩˦pu˥˩kuɔ˧˥kuɔ˧˥
不管东西南北	pu˥˩kwan˨˩ tʊŋ˥˥ɕi˥˥npeɪ˨˩˦
不管什么电影,我都喜欢看	pu˥˩kwan˨˩˦ ʂɤŋ˥˩mɤ˧˥tjɛn˥˩ɪŋ˨˩˦uɔ˨˩˦ tʰoʊ˥˩ɕi˨˩˦xwan˥˥kʰan˥˥
不管从价格方面看,还是从质量上看,都是值得考虑的	pu˥˩kwan˨˩˦tsʰʊŋ˥˩tɕja˥˩ kɤ˧˥fɑŋ˥˥njɛn˥˩ kʰan˥˩xaɪ˧˥ ʂɚ˥˩ tsʰʊŋ˥˩ʈʂɚ˥˩ljɑŋ˥˩ʂɑŋ˥˩ kʰan˥
不管从价格方面看，还是从质量上看，都是值得考虑的	pu˥˩kwan˨˩˦ttsʰʊŋ˧˥akɤ˧˥fɑŋ˥˥njɛn˥˩kʰan˥˩xaɪ˧˥ tʂɚ˥˩ʈʂʰɚ˥˩ljɑŋ˥˩ʂɑŋ˥˩kʰan˥˩ ʈʂɚ˥˩tɤ
不管他怎麽説，她都反對。	ugwan˥˩tttsən˨˩˦mɤ˧ʂt fan˨˩˦tweɪ˥˩
不管他说什么，我就是不生气。	pu˥˩kwan˨˩˦tʰaɪ˥˩ʂɤ˥˩ʂ ʂmə˥˩ wɑ˨tɕjoʊ˥˩ ʂpu˥˩tɕʰi˨˩˦
不管你喜欢与否,这个世界照样存在。	pu˥˩kwan˥˥neɪ˥˩ɕʰi˨˩˦ xwan˥˥y˥˩ foʊ˨˩˦ʰʂɤŋ˥˩ʂɚ˥˩tɕjɛ˥˩ ʈʂjɑŋ˥˩tsʰuən˨˩˦
不管你怎么说都无所谓，反正我不去	pɯ˨kweɪ˥˩ni˨˩˦ʂɚ˨˩˦tsən˨˩˦mɤ˧ʂu˥˥tɕjɛn˥˥tɕʰy˥˩ uən˧˥tsuɔ˨˩˦weɪ˥˩ fan˨˩˦ʈʂweɪ˥˩ʈʂʰɤŋ˥˥u�
不管做什么事情，首先应该明白你为什么要做，其次要知道怎么做	pʰu˥˩kwan˨˩˦tsuɔ˥˩ ʂɚ˥˩xɛ˥˩ʂɚ˥˩ŋ˥˩ɕjɛn˥˩  jɪŋ˥˥ʂweɪ˥˩ʂɤŋ˥˩  tti˥˩ tsʰɤ˥˩ ɑʊ˥˩ʈʂɚ˥˥
不管好与否	pu˥˩kwan˨˩˦xɑʊ˧˥y˧˥ pʰi˨˩˦
不管怎样	mu˥˩kwan˨˩˦tsən˨˩˦jɑŋ˥˩
不管是样子还是味道都无可挑剔。	kwɑŋ˥˩ i˧˥kwan˨˩˦ʂɚ˥˩ jɑŋ˥˩tsɯ˧ʰw˧˥ xweɪ˥˩ tɑʊ˥˩ ttkʰɤ˨˩˦tjɑʊ˥˥
不管用	mu˥˩kwan˨˩˦joʊ˥˩
不管黑猫白猫,能捉老鼠就是好猫	pɤ˥˩kwa˧˥tɕʰjɛn˨˩˦mɑʊ˧˥ paɪ˥˩mɑʊ˧˥tɤŋ˧˥ʈʂuɔ˥˥ lɑʊ˨˩˦ʂu˨˩˦    xɑʊ˨˩˦pɑʊ˥˥
不粘涂层	pu˥˩ tɕʰjɛn˥˥tsʰɤŋ˧˥
不粘锅	pu˥˩ ʈʂan˥˥
不約而同	pu˥˩jɤ˥˥ ɚtʰʊŋ˧˥
不紧不慢	pu˥˩tɕɪn˨˩˦pɯ˥˥ma˥˩
不絕如縷	pu˥˩tɕjɛ˧˥ ʐu˧˥
不絕於耳	pu˥˩ y˧˥aɻ˧˥
不給糖就搗蛋	pu˥˩tʰi˧˥ ttɑʊ˨˩˦ ʈʂan˥˩
不經一事不長一智	pu˥˩tɕɪŋ˥˥ i˧˥ʂɚ˥˩ pu˥˩ i˧˥ʈʂɚ˥˩
不經一事，不長一智	pu˥˩tɕɪŋ˥˥y˧˥ʂɚ˥˩ pu˥˩tɑŋ˨y˧˥ʈʂɚ˥˩
不經之談	pu˥˩tɕɪŋ˥˥ʈʂɚ˥˥tʰan˧˥
不經意	pu˥˩tɕɪŋ˥˥
不约而同	tu˥˩ɚjɛ˥˥aɻ˧˥tʰɤ˧˥
不终朝	u˨˩˦ʈʂuən˥˥ʈʂɑʊ˥˥
不经一事，不长一智	pu˥˩tɕɪŋ˥˥ i˧˥ʂɚ˥˩ pu˥˩ʈʂuɔ˧˥i˧˥ʈʂɚ˥˩
不经一事，不长一智。	pu˥˩tɕɪn˥˥ i˧˥ʂɚ˥˩ pu˥˩ i˧˥ʈʂɚ˥˩
不经之谈	pu˥˩tɕɪŋ˥˥ʈʂɚ˥˥tʰan˧˥
不经事	pu˥˩ ʂɚ˥˩
不经常用	pu˥˩tɕɪŋ˥˥ʈʂʰɑŋ˧˥jʊŋ˨˩˦
不经常聊	pu˥˩ tɕɪŋ˥˥ʈʂʰɑŋ˨˩˦ljɑʊ˧˥
不经意	fu˥˩ ji˥˩
不经意间	pu˥˩tɕɪŋ˥˥ʂuɔ˥˩y˥˩ tɕjɛn˥˥
不结盟	pu˥˩mɤŋ˧˥
不结盟运动	pu˥˩mɤŋ˧˥yn˥˩tʊŋ˥˩
不给力	pu˥˩˦kʰei˨˩˦ li˥˩i˨˩˦a˥˧
不给就送	pu˥˩kʰei˨˩˦ kɤ˧˥ sʊŋ˥˥
不绝	pu˥˩
不绝于耳	pu˥˩ y˨˩˦
不绝如缕	pu˥˩tɕjɑʊ˨˩˦ ʐu˧˥
不置	ɕʈʂɚ˥˩
不置一词	pɤ˧˥ʈʂɚ˥˩ i˥˩
不置可否	huz kʰɤ˨˩˦fou˨
不羁	mu˥˩tɕi˥˥
不羈	mu˥˩
不義	tɔːiː˥
不義之財	lu˥˩i˥˩ ʈʂu˧˥tsʰaɪ˧˥
不翼而飛	pʰu˧˥ʂa˥˥i˥˩ ɚ feɪ˥˥
不翼而飞	fu˧˥i˥˩ɚ˧˥feɪ˧˥
不老	pu˥˩lɑʊ˨˩˦
不考虑	fu˥˩kɑʊ˨˩˦ly˥˩
不耐	bu˥˧nə˥˩
不耐心	pu˥˩na˥˩ɕɪŋ˥˥
不耐烦	pʰu˨˩˦ naɪ˥˩fan˧˧
不耐煩	buː nˈɛfˈlˈɑn
不耐症	pɔ˧˥naɪ˥˩
不耻下问	pu˥˩ ʂɚ˨˩˦ ɕja˥˩
不聞不問	pu˥˩uən˧˥pɯ˥˥uən˧˥
不聲不響	pu˥˩ʂɤŋ˥˥pu˥˩ɕjɑŋ˧˥
不肖	pu˥˧ɕjɑʊ˥˨
不肖子孙	pu˧˥ɕjɑʊ˥˩ tsɯ˨˩˦tsʰuən˥˥
不肖子孫	pɯ˧˥ɕjɑʊ˥˩tsɯ˨˩˦suən˥˥
不肯	bu˥˩
不肯让步	pu˥˩kɤ˧˥n˥˩lɤ˥˩pu˥˩
不胜	pu˥˩sɤŋ˥˩
不胜其苦	pu˥˩ʂɤŋ˥˥tsʰu˨˩˦i˧˥kʰu˨˩˦
不胜感激	ʂɤŋ˥˥kan˨˩˦
不胜枚举	pu˧˥ʂɤŋ˥˩meɪ˧˥
