!אמרתי לך	ʔɑmɑː tilaħ
!ברכותינו	ilkoteˈnu
!גָּדוֹל	gadoʎ
!הַפְסֵק להיות ארגנטינאי	aːfsɾk lɛjhiːt ɑlgɛntinaj
!הדרך	atðʁɛjx
!הפעל	af˨eːl
!יש חדשות באתר	neʃt xaˈdæʃ ʃæt baʔtɑːm
!כי בא אורך, קומי אורי	kwaː ɔʁiʁ kɔm on
!תּוֹדָה	tata
האכזריות	ˈaxzˈaɣiʁujˈeˈut
האכיל	ˈexɪl
האכלה	axala
האכלתי	heʔalte
האל	ɣɑːl
האל ארס	buaːl aɾˈis
האלבום	ɑlbum
האלבומים	albʃomj
האלבוראנו	dʒʊbɾˈɪʃ
האלה	ɦaɛlɛ
האלהה	ɦɑɦæ
האלהים	naoeluion
האלהלובשים	dʒibɾus
האלהשאתה	dʒəbrˈɛs
האלוהים	ʔaluhim
האלוהית	ai̯lo̞hʲit
האלון	ˈeɪlɔn
האלוקים שם את הנשמה שלי בתוכי.	ɑiʎo alkim sɑmɛtɑn ʃamaʃʰeli batˈoχˈi
האלימות	hɑqlimwt
האליפות	alafɔtʁ
האלמוג	almˈug
האלף	ħɑːlæf
האלפבית	alfidi
האלפבית העברי	ˈaləs beːtˈaɪlt ɪst kɾˈiːk
האלפיים	alpain
האלפים	ɦaʔalpːim
האלצהיימר	altshaɪmɪ
האלקטרונים	ɛːlɛktɾɔnim
האם	haːm
האם אוכל	ɑːjɯːm
האם אי פעם אהבת? האם זה היה קשר חולף?	ʔajim eʔip pɑˈe ʔavtɑ ʔajim za jˈa kʰeʃʁ χolef
האם אשתך כאן	ˈaʎɪ nˈiʃtʃˈa kaːn
האם את מדברת אנגלית	hɑĩːmɑʔ dobra at med̪ɒbeʁe tˈe anɣ̞lʁit
האם אתה מדבר אנגלית	haʔimat hamed haber ænʒglˈits
האם אתה[slash]את יודע[slash]יודעת ספרדית	aʎˈim hattʃi oʁdˈa sˈefeʁʁˈit aʎˈim hattʃi oʁdˈa sˈˈfʁdʒit
האם בעלך כאן	ˈhɑĩᵐ ba ʔalɛx kʰan
האם הרווחים שייכים לעובד או למעביד?	�ʲ� aɾɑvɑxʃʃ iim ʃːejˈum lawʔʔed ɔ la maʔavid
האם זה אמור	ɒːmzmgnuːuːm
האם זה במרחק רכיבת אופניים	haʔim zˈe ˈbemeʁˈʃak ʁˈaʃjvaʔ tˈofanˈajim
האם זה קרוב לכאן	haˈim zˈik havlɛ kˈan
האם זה רחוק מכאן	hæʔiːm zæɣe xok mi kæn
האם זו דרך ישירה	ʔaʔˈem su d̪eʁˈix jˈʃiʁɑ
האם יהיו שם הרבה אנשים	xaʔʔim ijjou ʃam haɾbe anasʃim
האם כולם פה	ɦɛ ɪmkɔ ɛ aːmpɛ
האם קואלות מאוסטרליה?	ʔaimko ʔalwq mʃtqai
האם תוכלי לדבר עברית היטב	�ˈime tˈuxli lʁˈdˈobʁ iivraːjit hˈeitʁ
האם תינשאי לי	ã jm tʃtas ljɟʃ
האם תרצה	a jim tartsɛ
האםמישהו	ʒʒʒbɾɪsh
האמא	ɑmɑ
האמבולנס	æmbʊlanz
האמבטיה	ãmbatʃja
האמה	hɑmɑ
האמינו	pbehːnˈu
האמיני	haʔamiːni
האמיצה	aːmitsa
האמיתיות	ɒmitiːˈtˤ
האמיתית	ɑmiki
האמיתית גרייס	gɾˈesˈa amitˈe
האמן	ɑɑmɑn
האמנה	ɑːmɑnɑh
האמנו	haɛlmɑnɑ
האמנות	aʔomɑnutw
האמנתי	heɾmati
האמפייר סטייט בילדינג	aɪmpaɪlst
האמרגן	ɑːmɑːɾgɑːn
האמרגנית	ɑːmɑʁgɑːnit
האמריקנית	ˈjameɾikˌɑnit
האמת	aimme̞t̪
האמתלא	ɑːmɑtla
האנאלי	anli
האנאסוף	dʒˈɛbʁˈyʃ
האנגליםכשאגנה	dʒibrɪʃ
האנושות	aɛnˈoʃu
האנושית	haːjnoːsik
האנטישמיות היא הסוציאליזם של הטפשים.	haʔantiʃˈemjud hˈi hasˌotsiʔˈlizem ʃˈem hatibʃˈim
האנטנות	antennut
האניאל	aniel
האניש	ɛnɪʃ
האנישה	ɛniʃˈa
האנישו	ɛniʃu
האנסיאיאיהייתי	ʒˈɛbɹɪs
האנציקלופדיות	taːimĩːploːkajdɪvˈnˈɛ
האנרגיה	aenɛrgija
האנשה	ɦɑːnɑʃˈʰa
האנשה של המוות	haʔanaʃˈe ʃˈel haˈmavet
האנשים	aːnʃɪmbe
האסימון	hejalsimon
האסירמספר	dʒibris
האסלאם	izlɑm
האסם	æsæm
האףתסתכלי	dʒibɾɨʃ
האפאצים	apatʃim
האפוד	aefˈɔ̃d
האפוטרופוס	aːpɔtropos
האפורים	afʊɾiːm
האפלהכוחה	dʒˈubɹˈuʃ
האפס	hˈˈæfˈɛs
האפרוחים	jefruxʃʲim
האפרוחים הקטנים	�ʔfruxʃ haʔtʃ ha
האפריקני	afɾiːkani
האצבעות	hˈɛzˈɪtdˈaʊt
האצה	heatsa
האצטדיון	ai̯tsːadɪɔn
האצילות	hɑːtsiːt
האצלה	ɦaːtisˈla
האצלת סמכויות	ɑɑtsɛlɑts amχoːjot
האצנו	ħɛːaːtsnˈu
האצת	eatsta
האצתי	heatsti
האצתם	ɦɛɦattstəm
האצתן	jˈaʃtiːn
האקדמיה	akadɛmɪa
האקדמיה ללשון העברית	�aʔkʰaːmiːʔa la laʃːona ivʁˈi
האקשן	ajʔakkesiːnn
הארגון	aiɾɣoŋnə
הארגון היהודי הלוחם	haʔərgun hajjehuði haʔloχʃas
הארה	hejagɑ
הארה פנימית	ɢɛjaɾɑp nimit
הארובה	ɦaʔabah
הארוורד	aʁvaʁd
הארוחות	ˈaɾʁuxat
הארוך	aɾˈox
הארוסה	aɣuzsa
הארועים	ajɣoim
הארחה	ħɑħɑ
הארטיקולציה	aɾtikwlatsjɐ
האריזה	aɢiza
הארכה	hɑqˈisˈħɑ
הארכה, הַאֲרָכָה	he ʔˈnˈɑxn
הארכת	fɑɢɑxˈʃat
הארכת ימים	haːgat jamim
הארכתי	peeɾaxti
הארכתם	æˈraktim
הארכתן	iːrtɪn
הארלי	hɑːliː
הארמדה הספרדית	hɑ ɑɣˈmɑd hasfɑg ɣabirt
הארנבים	aavim
הארנו	fˈalno
הארנק	häɑvnˈɑk
הארנקים	aʁnkɛm
הארץ	aaɾes
הארץ‏	aɾɾɛts
הארקה	arakah
האר”י	aagri
האש	həˈɪz
האשה	æiʃˈɑm
האשהשרוול	dʒibrɪs
האשכים	haʔasaxim
האשמת	e̞ʃæmteː
האשמתם	eʃumteme
האשמתן	ʃæmtɛn
האתר	ɑ̃nɛ
הב	hav
הבא	ħabːa
הבאה לדפוס	paˈbali tʁus
הבאהשהוא	ʒɨbɾɪs
הבאואני	dʒɨbrtʃ
הבאולינג	abɑulɪng
הבאות	ħabat
הבאי	avˈaj
הבאים	ha
הבאיש	yvˈis
הבאישה	ɦivʔiʃɑ
הבאישו	hiːvɪˈɪsjuː
הבאלאישה	dʒibʁɛs
הבאס קורפוס	a beɾs gɔus
הבאר	habeʔɛr
הבאשה	havɑæʃˈʌ
הבאשת	ivˈæʃtə
הבאשתי	yvˈɛˈʃti
הבאשתם	jyvøastɛmmi
הבאשתן	tʃiːzitʃtɪn
הבאת	ɛzˈtˈɑ
הבאתן	veten
הבד	abad
הבדווים	abeduɪm
הבדויה	abedoiˈa
הבדולח	abdoˈlaħ
הבדיחות	hapdixot
הבדיחותהם	dʒibris
הבדיל	tʃi
הבדילה	ɛvdilɑ
הבדילו	tʃivigilu
הבדל	hevdɛl
הבדלה	afudɒla
הבדלי תרבויות	hɪ̞vdɪ̞ ɫæjtɑq bujɑt
הבדלנו	hividalno
הבדלת	jˈuvˈiːdɑltə
הבדלתי	jvɪdɛlθɪ
הבדלתם	hjʊ̞fdˈaldˈim
הבדלתן	hʏ̞vdalteːn
הבה	hava
הבה נגילה	ava nagiːla
הבהב	aðˈða
הבהבה	ivħiva
הבהבו	ivevu
הבהבנו	ivhavnu
הבהבת	hivhavta
הבהבתי	ifhavatʃ
הבהבתם	jˈuvhˈævdhˈɪm
הבהבתן	ʃtibhɑvten
הבהוב	hiv
הבהובים	ɦɪvɦɔvimːɛ
הבהלה	ħadˈhalaː
הבהלה לזהב	ʔabigala l zaħav
הבהלת, הִבהַלתָ	tivhalta
הבהלתי	ˈiːvɑlkɛ
הבהק	hˈɛvhˈɛk
הבהקים	hivhekim
הבהקת	ɛvɛagta
הבהקתי	ivaktɪ
הבהקתם	ifaktɪm
הבהקתן	ifaktiːn
הבהרה	hæðhæʁɑ
הבהרות	abɦɑrʁut
הבהרת	ɪvˈɑrˈtɑ
הבהרתם	ɪvˈahˈɛltɪn
הבהרתן	ibˈhɑːtɪn
הבו	havu
הבו לי	tʃavul
הבובה	hæbæb
הבובנאיאינו	dʒəbrˈˈuf
הבוגרים	aβ̞ugɾiŋ
הבודדים	aburidɪm
הבוהן	abohin
הבוטקה של השומר	hˈaːbut kɹˈeʃ hˈeʃa la sˈomər
הבולשביקים	abolʃvikim
הבונים	haboˈnim
הבונים החופשיים	abo niːm ħafʃiːm
הבונקר	hɒbunqiˈr
הבוסית	haboset
הבועות	abˈoːɾt
הבוער	aboːj
הבוץ	abots
הבוקר	sampokel
הבוקרת	abokeɾet
הבור	tˈeboːl
הבורא	aboɣ̞ɛ
הבורים	apuʁˈi
הבזוקה	abazˈuka
הבזים	abaziːm
הבזק	hivzˈek
הבזקים	ævðəkʲim
הבחור	abaxu
הבחורה	hʊ̞bɑχɔ
הבחורים	habəqɨjim
הבחיל	kivxil
הבחילה	ɑnɓχʰjla
הבחין	ʃivxɨn
הבחינה	æbxʃiːnɑ
הבחינות	jˈbχaʃiʔnːt
הבחינותיופי	dʒɨbrʁʃ
הבחירות	habeχjɑ�ot
הבחנה	ħɑnɑ
הבחנות	j
הבחנת	havχanat
הבחנתי	tɛpɔxanˈti
הבט	hbe
הבטוח	hæbˈtˈuɐkh
הבטון	abɪton
הבטחה	hʊ̞vdĕχɑ
הבטחונות	abitʃonot
הבטחת הכנסה	havatˈaχa tˈaχnasˈa
הבטחת הממשלה	ˈɑv dˈiʁ xˈat hɑˈmɪn ʃˈe̞lə
הבטחתי	ivtartj
הבטחתך	ɑnstˈaχʃatχˈa
הבטחתךבתמורה	dʒˈɛbˈʁiʃˈ
הבטחתם	eftaxtɛm
הבטחתן	hivtˈaxtən
הבטיח	nifteːɑx
הבטיחה	hevtiχa
הבטיחו	heftixo
הבטיחות	hæbtixˈeχ
הבטיחותוסגרו	dʒɪbrʲiʃ
הבטן	apet̪en
הבטתי	ibatɛti
הבי מטאל	hevjmətəl
הביא	sɤɹimˈnˈɛ
הביאה	heviːa
הביאו	vjˌu
הביגל	abigɛl
הביולוג	abjɔlɔʒ
הביולוגיה	abiɔlɔʒiɛ
הביט	hˈibˈit
הביטואלו	dʒiblis
הביטוי	habitˈue
הביטחון	habitakon
הביטחוניותשל	dʒibɾɪs
הבייבי	əbˈeɪbi
הביך	vix
הבין	hevin
הבין-משרדית	ħabɑnmɪsrdiːt
הבינה	pɛvinɐ
הבינותי	havinoti
הביניים	abajnajim
הבינלאומי	ʔabˈjnˈoːmi
הבינלאומיאפשר	dʒblɪs
הביסקויט	abɪskuɪtː
הביע	hiːbɪə
הביצוע	hɒbitˈsua
הביצועים	aβ̞itsuʝimɨ
הבירה	hʊˈbɪɾɑ
הביריון	abɪɾiɔn
הבית	ʁabajd
הבית ברחוב שלוש	��βɑʔ bʁeχˈom ʃlˈuʃ
הבית שלי לבן	wa bajʈʃɪ lɪlɛnɾæn
הביתה	habaʔtɑ
הביתהבעצמך	dʒˈɛbʁiʃ
הביתי	abiti
הביתיות	abɪteˈæʊt
הבכה	ðˈɐχä
הבכור	tabuxo
הבכיות	abˈʃiʔot
הבכירים	abχɪqim
הבכת	hɛɾðˈaxtɜ
הבכתי	vˈafti
הבכתם	gəvaxtɪm
הבכתן	hivaktiːn
הבל	hevn
הבל הבלים	hevel havalim
הבל וכזב	hevel ve kazav
הבל וריק	hivɑl vʁik
הבל ורעות רוח	ɛvɨlˈɾɔt ɔːlɑx
הבלגה	aːvlɑgːa
הבלגות	afagot
הבלגנו	jvlagnu
הבלגת	ivlagta
הבלגתי	jˈulˈʌgti
הבלגתם	ɪvlagta
הבלגתן	ivlegten
הבלוטות	abalutot
הבלותי	afɛlʊtj
הבלח	hˈɪdlˈɛx
הבלחים	hwlˈexim
הבלחתי	iːvˈlˈˈaxti
הבלט	havlɪtt
הבלטה	havlata
הבלטנו	ti˥˩vlɑtnɔ
הבלטת	jˈvɛˈɑːsˈta
הבלטתי	jaflɑtˈiti
הבלטתם	hˈivlˈætˌɪdhˈɪm
הבלטתן	iːvˈlˈattɛtɪnn
הבלי העולם	ɛvleːʔaːvlaːm
הבליג	vlig
הבליח	ɛvliːɛ̀x
הבליט	ʃafalˈitˈ
הבלמים	æblɑmɪn
הבלעה	avlɑ
הבלעות	afvlaut
הבלתיאפשרימה	dʒəbrɪs
הבמה	ħabma
הבמהולהקשיב	dʒibɾɪs
הבן שלי בצבא	�ɑˈven ʃeli batseva
הבנה	ħavna
הבניין	abimjan
הבנים	habaːnim
הבנקאיים	abɑnkɑjiːm
הבנקאים	ibnakajim
הבנת	tɛvˈantatɛvˈanta
הבנת הנקרא	a fɛɾnaːt hˈɔni kˈaɪvɑ
הבנתי	ˈævænti
הבנתכן	aavanatxɛn
הבס	ħɑbɑs
הבסה	hɒvajsɒ
הבסטה	abasta
הבסיסיות	hʊ̞bsisjɔt
הבעה	tɑːbɑː
הבעותינו	abaɔtɛnɔ
הבעיה	tɑbeʔaja
הבעייה	aβ̞ʲaʝa
הבעל	ħabːʔalaː
הבעלות	abalutu
הבעליםלמה	dʒˈɛbɹiʃ
הבערה	avˈaɾɐ
הבעת	ħɑbɑqɑt
הבעתה	avˈata
הבעתי	abɑːrɑː
הבעתיות	abatˈiːut
הבקיעה	æbkiːraː
הבקעה	həzkɑːr
הבקרה	ãmbakaraɾ
הבקתה	ɑbiktɑ
הבראה	havrɑ
הבראתו	havreˈtˤo
הברגה	avrɑgɑ
הברגנו	avrˈagnu
הברגת	avrˈaːgtˈa
הברגתי	avʁˈaktˈ
הברגתן	hivraktɪn
הברה	ħævɑʁɑ
הברה אשכנזית	a varaʃka nɛ zit
הברה מוטעמת	avakam ut taʁimit
הברה ספרדית	ðə rast fʁdˈit
הברה תימנית	havaɾa tɛmanit
הברוך	ˌɑːbɜˈuːx
הברוקר	abɾokeɾ
הברוש	abɾˈoʃ
הברזה	ðɢɯzɑ
הברזילאי	habɣaziˈlai
הברזל	æbɑrˈzæl
הברזתי	ɦivrɾasti
הברחה	æwˈʁaqaa
הברחנו	hivrakhno
הברחת	ivrˈaxtə
הברחת גבול	̪ʊ̞vɑɾɑxatː gβul
הברחת נכסים	avˈrɑxat neʃˈa sˈa
הבריאה	brɪa
הבריות	abɾiot
הבריז	yvˈɛʁ
הבריח	ˈivʁɪɑ̃
הברימ	ɹˈɛpɪtnˈɑtklˈɪɹ
הבריק	hivɾik
הבריקה	ɛvɾikɑ
הברירהשהם	dʒˈɛbɹ
הברית החדשה	habeɾit haχadʒʃa
הברית הישנה	hæbʁiːt hæjˈeʃana
הבריתות	abʁitˈɔ̃t
הברכה	abɣaħhæ
הברכות	jˈu
הברנשים	abɣnaʃim
הברקה	ðrk
הברקות	avˈrakˈotˈ
הברקנו	vrˈaknu
הברקת	frakta
הברקתי	ivrˈakti
הברקתם	hʲivraktɨm
הברקתן	gəvrˈaktɛn
הברשה	avrʃa
הברשת	jˈuːvɾaʃta
הברשתי	vrˈɛʃti
הברשתם	ˈovrˈɛztˈɪm
הברשתן	avʁaʃtɛnne
הברתי	afɾtɪ
הברתיות	aːlˈlatiːt
הברתיים	avratiːm
הברתית	avartit
הבשורה למרים	haˈbishoʁə lˈeumijam
הבשיל	evʃjil
הבשילו	ivʃiːlʊ
הבשלה	havʃɑlɑh
הבשלת	tʃiːvtʃˈaltˈa
הבשלתי	iːvʃɛlˈtiː
הבשמים	ħpsʔæmj
הבשרני	abasˈɣˈaːnˈj
הבתים האלה	abatim hlt
הג'וב	hatzʒob
הגאות	agɾˈut
הגאי	agaj
הגאים	again
הגאלית	hagalit
הגב	ħʈav
הגבהה	hegbaɦa
הגבהות	akbaħot
הגבוה	aˈgˈavˈoɦˈɐ
הגבוהים	pagvojn
הגבול	akvuɫ
הגביה	igbiha
הגביל	igbele
הגבילו	higbeːlu
הגבינות	akvinˈot
הגביע	hagavijan
הגביע הקדוש	χagavia hakaduʃ
הגבירה	akvire̞
הגבל	agbæl
הגבל עסקי	hɪk bɪlˈajski
הגבלה	bqibɑɻa
הגבלים	higbelime
הגבלת	nʲigbalta
הגבלת חשבון	wgbalət xəʃˈbɔn
הגבלת מהירות	ak balat mɛ jɛχuʁut
הגבלתי	igbalte
הגבלתם	igbaltem
הגבלתן	igbalteːn
הגבעה	hˈægivˈeɪ
הגבר	agivor
הגברה	ægbara
הגברי	agavri
הגברים	hˈagvaɾˈim
הגברית	agavrit
הגברת הראשונה	aː gəvˈɛɾeːt hɛɾ ɪzsçɔnˈna
הגבתי	ɛgavti
הגבתם	ˈgavtɪm
הגבתן	ˈeˌgavtˈɪn
הגדה	aːgadˤa
הגדה המערבית	hagadɑ hamaːɣɑvjt
הגדה של פסח	hagadˈa ʃˈe lpsˈʃ
הגדוד	akto
הגדודי	ɦagdudi
הגדול	akuzul
הגדולה במרומים	hagdujla bɑᵐɓɯ ᵑgɑruɛn mɛɾomɛ
הגדולים	agduliŋ
הגדולמה	ʒʒibʁiʃ
הגדיל	higðiɾ
הגדירה	tˈɪkˈiːɾˈ
הגדיש את הסאה	higˈidiːʃi tˈas ˈɑː
הגדל	akðiʝ
הגדלה	agdala
הגדר	hegdeɾ
הגדר סטטוס כאן	akðərs ttatus kan
הגדרה	hægdɑˈɣa
הגדרה עצמית	agdaɣa smit
הגדרות	hagdogɔt
הגדרות המרה	hagdaːroʈ hamaɾa
הגדרות שפה	agda ɣotsafa
הגדתי	igɑɹðˈɛtˈɛ
הגה חוכך	hˈɛg jˈeχo kˈek
הגה כוח	jˈɛg kɔʁˈa
הגה פוצץ	aɣə pɔtsɛts
הגהה	hˈəgˈlˈɑhˈ
הגהות	agːaɦoːt
הגו	agɛv
הגולה	aːgola
הגולם קם על יוצרו	tʃiam le mkɑmɑl jutsˈo
הגון	hˈəˈguːn
הגונה	labona
הגונות	agʊnˈot
הגוץ	həguts
הגורל	həgoɾaːl
הגורלית	aɣoɾalit
הגורם	agolem
הגורמיםהעיקריים	dʒibrɪs
הגושרים	aɣoʃɾim
הגות	hagut
הגותי	hˈəgˈuti
הגז	ɛgːɑz
הגזים	fiqzim
הגזימה	higzimɑ
הגזימו	igizimu
הגזמה	ɦagzæn
הגזמות	agzamɔt
הגזמת	fiksamtɛ
הגזמתי	iksamti
הגזמתם	igzamteam
הגזמתן	jgsamteːn
הגזע האנושי	hagisajnoʃit
הגזעיםוהמסחר	dʒɨbrʲiʃ
הגזענים	akizɑnime
הגזר	agɾɟɟɟ
הגזרה	akzɪra
הגחכה	hɑgˈxɑhˈhɑ
הגחנו	hegaxnu
הגחת	hˈɛɾgˈaxtɜ
הגחתי	ɛːgɑxtɪ
הגחתם	ɛːgaxˈtɪm
הגחתן	ˈeːgatən
הגיא	ægæːl
הגיבה	eˈgiva
הגיבו	ɛgivu
הגיבולשינויים	dʒɛbʁiʃ
הגיג	agig
הגיגה	xɨggieːqjaː
הגיגים	agigim
הגידור	ladˈidˈuʁm
הגיה	həgjˈɑ
הגיהנום	agɛnum
הגיון	igajon
הגיון ברזל	heʁiˈɑ̃ bʁazˈɛl
הגיונות	hˈɛgjˈunˈɔt
הגיוני	peˈgjˈoni
הגיוניות	hẽgjonjut
הגיוניים	higionim
הגיטרותאתה	dʒʏbɾʏs
הגייה	agˈiɐ
הגיית	hˈəgˌiatˈ
הגיל	adʒoːl
הגיל הרך	a gil ħɑɾɑh
הגיל השלישי	ɦɑgi la ʃliʃi
הגילוח	nˈoʊtlˈaɪzˈaɪiˈɛɪvˈændmˈaɪstˈaɪmˈændmˈaɪsˈændmˈaɪsˈændmˈaɪsˈændmˈaɪsˈændmˈaɪlˈændmˈaɪlˈændmˈa
הגיןנתראה	ʒˈɛbɹiʃ
הגינה	agina
הגינו	aginu
הגינון	aginun
הגינות	agɛnˈwt
הגיע	hig̊iʝa
הגיע הזמן	ħigːiːʕa ħzman
הגיע הזמן!	hegɒzman
הגיע לגבורות	ɑˈlɑx ʕalaʕiː
הגיע.	ɦɛgija
הגיעה	higia
הגיעהלאחר	dʒˈibɹˌɪsh
הגיעו	igiu
הגיעי	akʲiʕ
הגיעל	dʒibris
הגיף	agɪf
הגיפה	ɛːgifɑ
הגיפו	eɣifu
הגירה	�ˈɾa
הגירות	agˈirˈotˈ
הגירסה שלה לאירועים	hagirsa ʃela la eʁuʔimo
הגישו	agistʃo
הגית	agita
הגיתי	agiti
הגיתם	agitim
הגיתן	agitan
הגל	agɛl
הגל הירוק	hegˈlɑj jɑɣɾuːk
הגלדה	adlada
הגלויה	agluja
הגלויות	aglʊeːtˤ
הגלולה	aglola
הגלידה הטעימה	ɦaglidaː hɑtiːmɑ
הגליה	aglaja
הגליל	agilil
הגלים	agalim
הגלקטית	agalaktid
הגלקסיה	jɑgalɑːksjɑ
הגם ש	agamʃɛ
הגמגום	agimɣuma
הגמד	agamad
הגמול	agmul
הגמון	higmon
הגמוניה	ɛɠɛmmɔnia
הגמוניות	higmonjot
הגמונים	hɛgmonim
הגמורים	agmuʁim
הגמלים	agmalimnɛ
הגנבה	hagnava
הגנבנו	xignavnˈu
הגנבת	hˈigˈnʌfthˈignˈɑft
הגנבתי	ɦegnati
הגנבתם	hʲignávtĩŋ
הגנבתן	ɪgnɛvdin
הגנה	həgna
הגנה מרחבית	hˈaganaˈ karxavit
הגנה עצמית	hagana ʔatsmita
הגנטיים	agɛnɛtɪm
הגניב	hʝɣnˈiv
הגניבה	tʃiɣnizɑ
הגניבו	hiːgnivu
הגנן	agɛnaːl
הגנרל	ageˈnɛrɑl
הגנתם	ˈgantɪm
הגנתן	ogantən
הגסטפו	agɛstapɔ
הגעגוע	hˈagˈjˈagˈuɾˈ
הגעה	hˈˈagˈɑ
הגענואין	ʒˈɛbɹiʃ
הגעת	igatˈa
הגעת לי עד לכאן	eˈgat ðə liːad kˈan
הגעתי	higati
הגעתי הביתה לפני ארבעה ימים.	aigate haˈbaʲi tˤlifnˤi ʔarˈbɑ jmín
הגעתם	igatẽm
הגפן	æɣ̞ɾæm
הגפרור	agafʁˈo
הגפתי	eˈgafːti
הגר	həgˈɑv
הגראמי	agrami
הגרה	egrˈa
הגרו	igʁo
הגרוןהם	dʒɪbɫɪʃ
הגרי	agre
הגריל	gʁˈɪl
הגרילה	iːgɾiːlˈa
הגרילו	egrilo
הגרלות	agrˈaːlˈotː
הגרלנו	gralno
הגרלת	ʒˈɛgˈʁˈalˈtˈa
הגרלתי	fˈaˈsˈɛlalty
הגרלתם	hˈəˈgrˌaltˈ
הגרלתן	graltən
הגרמני	hˈagɾˈanˈi
הגרמנים	aɣ̞ɛrmanˈim
הגרמנית	hˈagərˈmanˈit
הגרנו	egˈaɾnʊ
הגרסה	agisˈa
הגרעין הקשה	jˈʒʁɑi nˈa kʃˈe
הגרעיןהממונים	ʒʁˈbˈɾˈɛ
הגרעינים	agreˈnim
הגרת	hˈigˈɑɹd
הגרתי	igˈɑləti
הגרתם	igartim
הגרתן	ɛgaɾtən
הגש	agɛʃ
הגשה	həgˈæzʃa
הגשם	hagisim
הגשם יפסיק	a ɠɛʃɛn jafsik
הגשמה	ækʃame
הגשמה עצמית	həgʃɒmɒtˈniːts
הגשמנו	ɦikʃamnu
הגשמת	ikʃamtˈa
הגשמתי	ikʃɑmti
הגשמתם	kiksamtɪm
הגשמתן	tʃamte̞n
הגשת	agɑgatʃɑtː
הגתה	agta
הג”א	hagːa
הדאיג	hetɪgg
הדבורה	advoɫa
הדבורים	advoʁim
הדביק	hidbik
הדביקה	ɦɪtbka
הדביקו	idbiko
הדביר	higbeːr
הדבירה	idibir
הדבירו	ˈaɪdˈəbˈiɹu
הדבקנו	idbaskn
הדבקת	hˈidbˈaktɚ
הדבקתי	idakta
הדבקתם	hˈidˈʌbˈakthˈɪm
הדבקתן	tiːbakːtɛn
הדבר	adavˈaʁ
הדברה	adˈabˈraː
הדברה ביולוגית	a dˈə bˈɛʁa bˈiolˈogit
הדברות	hˈatəbɾˈɔt
הדברים	hadvaɣ̞im
הדברנו	ɦɛdbˈarnˈo
הדברת	ɪdbˈartˈa
הדברתי	ituparˈti
הדברתם	tʃidɛbɑrtɪm
הדברתן	dupˈaːɾtən
הדג מסריח מהראש	paˈdæg masˈɑjjæχ miːjɑːɾuːʃ
הדגים	tʃit
הדגימה	es
הדגימו	hidigimo
הדגימות	adgimɔt
הדגישה	ɾɛstgʃɐ
הדגישו	hˈətˌiːkɪʃˌu
הדגמה	ħadgama
הדגמות	atgamot
הדגמנו	etʃamno
הדגמת	ɛtiʃanta
הדגמתי	idgɑmti
הדגמתם	hˈidˈigˈanthˈɪm
הדגמתן	edekɑmtɛn
הדגש	aðgæʃ
הדגשה	adgːaʃa
הדגשות	hadəgˈasht
הדגשנו	iːtˈigˈasn
הדגשת	idgastæ
הדגשתי	edʒɑʃti
הדגשתם	ɪtgˈʌsthˈɪm
הדגשתן	eð̞ikast̪eɾn
הדד	adad
הדדי	hadadi
הדדיות	hadˤjɑːuːt
הדדיים	adːadʒiːʔimːɛ
הדהד	hˈidhed
הדהדה	hiːdhedi
הדהדו	kidhədˈduː
הדהדנו	ʃoħmmal
הדהדת	ɦɪdhˈədˈitˈɑ
הדהדתי	hiːdhˈædɪti
הדהדתם	hˈidhˈædˈeɪtˈɪm
הדהדתן	hˈidhˈædˈtɪn
הדהוד	hˈidˈuhˈud
הדהודים	dudimme
הדהיר	ɑidhˈir
הדהירה	ɪnhɪɾˈɑ
הדהירו	eðeːrˈo
הדהרנו	hiðhɑɾnˈu
הדהרתי	hˈidˈɑɹtʃi
הדהרתם	ʃiðhərdhˈɪm
הדהרתן	hˈidhˈɑɹtən
הדוב הלבן	adob halaavan
הדובדבן	auwfak
הדובה הגדולה	a du baːg gdˈula
הדובה הקטנה	a dʊ ba ħakta na
הדוגמא	adugma
הדוד	ħadˤod
הדוד סם	adːosˌem
הדוד קמצוץ	a dolt kam tsuts
הדויזיות	ˈɛɹdɪvizjˈeɪt
הדוכן	adˈdˈxan
הדולרשאני	gibrɪs
הדום	adˈɔm
הדון	adːon
הדוניזם	ɛdɔnizɛm
הדוניסט	edonist
הדוניסטית	ˈɛɹdˈunˈiztɪd
הדופק	adːofk
הדוק	aduk
הדוקות	adukˈoːtˈ
הדוקים	adukˈim
הדוראנגו	dʒiblɛʃ
הדורה	adwra
הדורים	adumˈɪt
הדורם	aduɾam
הדחה	ħadˈxɑ
הדחיק	tʁˈik
הדחיקה	itxikɑ
הדחיקו	ʒutʁiko
הדחנו	edaxno
הדחקה	adʒak
הדחקות	adʒoʃakot
הדחקנו	hikraknul
הדחקת	jˈutrˈaktə
הדחקתי	dˈiːtʁˈakti
הדחקתם	etʁaktm
הדחקתן	itˈɾakˈtˈɛn
הדחת	edaktɜ
הדחתי	edakˈti
הדחתם	hedˈaxthˈɪm
הדחתן	bədˈaxtən
הדי	ɦɛdːɛ
הדיווחים	hadivukim
הדיוט	edjɔt
הדיוטות	hˈædjˈutˈɔt
הדיוטים	ɦɑdiʕtiːmɑ
הדיוטית	edjʊtiːt˥
הדיח	hidiːkh
הדיחה	edɪxˈa
